Transaction ID,Quantity,Price Per Unit,Total Spent,Transaction Date,Total_Corrected,Is_Total_Mismatch,High_Spending,Item_Category,Items_Per_Transaction,Transaction_Month_Ordinal,Transaction_Weekday_Ordinal,Price_Category_Ordinal,PayMethod_Credit Card,PayMethod_Digital Wallet,Loc_Takeaway,Item_Frequency_Encoded
TXN_5523450,5.0,5.0,25.0,2023-07-02,25.0,False,True,Salad,5.0,6,6,2,True,False,True,0.1210062893081761
TXN_7838964,3.0,4.0,12.0,2023-06-15,12.0,False,False,Pastry,3.0,5,3,1,True,False,False,0.1159748427672956
TXN_7275407,2.0,4.0,8.0,2023-10-20,8.0,False,False,Cold Drink,2.0,9,4,1,False,True,False,0.09886792452830188
TXN_2265316,3.0,1.0,3.0,2023-12-29,3.0,False,False,Pastry,3.0,11,4,0,True,False,False,0.1169811320754717
TXN_9472241,3.0,5.0,15.0,2023-06-30,15.0,False,False,Salad,3.0,5,4,2,False,False,True,0.1210062893081761
TXN_1846004,3.0,3.0,9.0,2023-05-21,9.0,False,False,Cold Drink,3.0,4,6,1,False,False,False,0.1210062893081761
TXN_7773968,5.0,4.0,20.0,2023-02-24,20.0,False,False,Pastry,5.0,1,4,1,False,True,True,0.1159748427672956
TXN_9081088,2.0,1.5,3.0,2023-02-27,3.0,False,False,Tea,2.0,1,0,0,False,False,True,0.1079245283018868
TXN_1130191,2.0,4.0,8.0,2023-04-06,8.0,False,False,Cold Drink,2.0,3,3,1,False,False,False,0.09886792452830188
TXN_1040764,3.0,2.0,6.0,2023-07-27,6.0,False,False,Coffee,3.0,6,3,1,False,False,True,0.10767295597484276
TXN_8365478,3.0,4.0,12.0,2023-02-06,12.0,False,False,Other,3.0,1,0,1,False,False,True,0.035974842767295595
TXN_2100697,3.0,2.0,6.0,2023-09-19,6.0,False,False,Coffee,3.0,8,1,1,False,True,True,0.10767295597484276
TXN_4134594,3.0,4.0,12.0,2023-09-27,12.0,False,False,Pastry,3.0,8,2,1,False,True,False,0.1159748427672956
TXN_5079340,4.0,1.0,4.0,2023-08-18,4.0,False,False,Pastry,4.0,7,4,0,False,False,False,0.1169811320754717
TXN_8276635,4.0,4.0,16.0,2023-12-16,16.0,False,False,Other,4.0,11,5,1,False,True,True,0.035974842767295595
TXN_1380601,4.0,1.5,6.0,2023-03-11,6.0,False,False,Tea,4.0,2,5,0,False,True,False,0.1079245283018868
TXN_7569615,2.0,3.0,6.0,2023-06-07,6.0,False,False,Other,2.0,5,2,1,False,False,True,0.03069182389937107
TXN_2052395,3.0,4.0,12.0,2023-07-06,12.0,False,False,Cold Drink,3.0,6,3,1,True,False,False,0.09886792452830188
TXN_9065402,1.0,5.0,5.0,2023-12-22,5.0,False,False,Other,1.0,11,4,2,False,False,True,0.03270440251572327
TXN_3638955,2.0,1.0,2.0,2023-09-02,2.0,False,False,Pastry,2.0,8,5,0,False,False,True,0.1169811320754717
TXN_2635532,4.0,4.0,16.0,2023-01-14,16.0,False,False,Other,4.0,0,5,1,False,False,True,0.03069182389937107
TXN_8256593,2.0,5.0,10.0,2023-08-09,10.0,False,False,Salad,2.0,7,2,2,False,True,True,0.1210062893081761
TXN_9271457,3.0,3.0,9.0,2023-02-27,9.0,False,False,Pastry,3.0,1,0,1,False,True,False,0.11119496855345912
TXN_5392603,1.0,2.0,2.0,2023-05-14,2.0,False,False,Coffee,1.0,4,6,1,False,False,False,0.10767295597484276
TXN_6319728,2.0,2.0,4.0,2023-07-18,4.0,False,False,Coffee,2.0,6,1,1,True,False,False,0.10767295597484276
TXN_9263299,2.0,1.0,2.0,2023-10-08,2.0,False,False,Pastry,2.0,9,6,0,True,False,True,0.1169811320754717
TXN_1436343,1.0,1.0,1.0,2023-11-26,1.0,False,False,Pastry,1.0,10,6,0,True,False,False,0.1169811320754717
TXN_7480234,1.0,5.0,5.0,2023-05-10,5.0,False,False,Salad,1.0,4,2,2,False,False,True,0.1210062893081761
TXN_3283097,5.0,2.0,10.0,2023-02-28,10.0,False,False,Other,5.0,1,1,1,False,False,True,0.03069182389937107
TXN_2633602,2.0,3.0,6.0,2023-02-02,6.0,False,False,Other,2.0,1,3,1,False,True,False,0.03270440251572327
TXN_1454467,3.0,3.0,9.0,2023-03-15,9.0,False,False,Cold Drink,3.0,2,2,1,False,False,False,0.1210062893081761
TXN_8224079,5.0,1.0,5.0,2023-10-16,5.0,False,False,Pastry,5.0,9,0,0,False,False,False,0.1169811320754717
TXN_1916339,1.0,3.0,3.0,2023-07-15,3.0,False,False,Pastry,1.0,6,5,1,False,False,False,0.11119496855345912
TXN_8611035,5.0,4.0,20.0,2023-05-28,20.0,False,False,Pastry,5.0,4,6,1,False,True,False,0.1159748427672956
TXN_3595735,4.0,1.5,6.0,2023-03-26,6.0,False,False,Tea,4.0,2,6,0,False,True,True,0.1079245283018868
TXN_6169633,4.0,5.0,20.0,2023-12-20,20.0,False,False,Salad,4.0,11,2,2,True,False,True,0.1210062893081761
TXN_7050740,1.0,3.0,3.0,2023-07-12,3.0,False,False,Other,1.0,6,2,1,False,False,True,0.03069182389937107
TXN_4518102,5.0,1.5,7.5,2023-02-08,7.5,False,False,Tea,5.0,1,2,0,True,False,False,0.1079245283018868
TXN_7809183,4.0,1.0,4.0,2023-09-08,4.0,False,False,Other,4.0,8,4,0,False,True,True,0.03069182389937107
TXN_6071202,1.0,1.0,1.0,2023-06-07,1.0,False,False,Other,1.0,5,2,0,False,False,False,0.03069182389937107
TXN_3666858,4.0,3.0,12.0,2023-12-27,12.0,False,False,Pastry,4.0,11,2,1,True,False,False,0.11119496855345912
TXN_5499915,2.0,1.0,2.0,2023-02-01,2.0,False,False,Pastry,2.0,1,2,0,False,True,True,0.1169811320754717
TXN_4660753,1.0,3.0,3.0,2023-10-04,3.0,False,False,Cold Drink,1.0,9,2,1,True,False,True,0.1210062893081761
TXN_8089522,4.0,4.0,16.0,2023-02-12,16.0,False,False,Pastry,4.0,1,6,1,False,False,True,0.1159748427672956
TXN_1564754,3.0,5.0,15.0,2023-03-14,15.0,False,False,Salad,3.0,2,1,2,False,True,False,0.1210062893081761
TXN_1824506,1.0,3.0,3.0,2023-03-02,3.0,False,False,Pastry,1.0,2,3,1,False,False,False,0.11119496855345912
TXN_1002457,5.0,1.0,5.0,2023-09-29,5.0,False,False,Pastry,5.0,8,4,0,False,True,True,0.1169811320754717
TXN_4732351,1.0,4.0,4.0,2023-04-22,4.0,False,False,Pastry,1.0,3,5,1,False,True,False,0.1159748427672956
TXN_4980036,2.0,3.0,6.0,2023-01-05,6.0,False,False,Pastry,2.0,0,3,1,False,False,True,0.11119496855345912
TXN_3022839,5.0,2.0,10.0,2023-08-25,10.0,False,False,Coffee,5.0,7,4,1,False,True,True,0.10767295597484276
TXN_7701070,5.0,2.0,10.0,2023-07-28,10.0,False,False,Coffee,5.0,6,4,1,True,False,True,0.10767295597484276
TXN_8048037,2.0,4.0,8.0,2023-03-31,8.0,False,False,Pastry,2.0,2,4,1,False,True,True,0.1159748427672956
TXN_1887522,4.0,4.0,16.0,2023-02-20,16.0,False,False,Pastry,4.0,1,0,1,False,False,False,0.1159748427672956
TXN_6769465,5.0,3.0,15.0,2023-06-13,15.0,False,False,Cold Drink,5.0,5,1,1,False,True,False,0.1210062893081761
TXN_3871837,3.0,1.5,4.5,2023-12-15,4.5,False,False,Tea,3.0,11,4,0,False,True,True,0.1079245283018868
TXN_4980282,1.0,3.0,3.0,2023-10-22,3.0,False,False,Pastry,1.0,9,6,1,False,True,False,0.11119496855345912
TXN_1325631,4.0,3.0,12.0,2023-02-11,12.0,False,False,Pastry,4.0,1,5,1,True,False,False,0.11119496855345912
TXN_8209125,3.0,1.0,3.0,2023-01-30,3.0,False,False,Pastry,3.0,0,0,0,True,False,True,0.1169811320754717
TXN_3730415,4.0,3.0,12.0,2023-04-09,12.0,False,False,Pastry,4.0,3,6,1,True,False,True,0.11119496855345912
TXN_4134253,4.0,1.5,6.0,2023-10-07,6.0,False,False,Tea,4.0,9,5,0,False,False,False,0.1079245283018868
TXN_7558641,1.0,2.0,2.0,2023-12-22,2.0,False,False,Coffee,1.0,11,4,1,False,True,False,0.10767295597484276
TXN_3234877,4.0,2.0,8.0,2023-07-29,8.0,False,False,Coffee,4.0,6,5,1,False,False,True,0.10767295597484276
TXN_6368719,4.0,3.0,12.0,2023-01-03,12.0,False,False,Pastry,4.0,0,1,1,True,False,True,0.11119496855345912
TXN_8852585,4.0,4.0,16.0,2023-01-05,16.0,False,False,Pastry,4.0,0,3,1,True,False,True,0.1159748427672956
TXN_9201010,1.0,5.0,5.0,2023-03-15,5.0,False,False,Salad,1.0,2,2,2,True,False,True,0.1210062893081761
TXN_3607652,4.0,5.0,20.0,2023-06-05,20.0,False,False,Salad,4.0,5,0,2,False,True,False,0.1210062893081761
TXN_8502094,5.0,3.0,15.0,2023-03-21,15.0,False,False,Cold Drink,5.0,2,1,1,True,False,False,0.1210062893081761
TXN_9068244,5.0,4.0,20.0,2023-10-19,20.0,False,False,Pastry,5.0,9,3,1,False,True,True,0.1159748427672956
TXN_7633490,1.0,1.0,1.0,2023-10-27,1.0,False,False,Pastry,1.0,9,4,0,False,False,True,0.1169811320754717
TXN_9292230,4.0,1.5,6.0,2023-07-14,6.0,False,False,Tea,4.0,6,4,0,True,False,False,0.1079245283018868
TXN_1664665,3.0,3.0,9.0,2023-05-21,9.0,False,False,Other,3.0,4,6,1,True,False,False,0.03069182389937107
TXN_4573576,2.0,3.0,6.0,2023-07-05,6.0,False,False,Other,2.0,6,2,1,False,False,False,0.035974842767295595
TXN_8006668,4.0,1.5,6.0,2023-12-22,6.0,False,False,Tea,4.0,11,4,0,True,False,False,0.1079245283018868
TXN_3560062,1.0,1.0,1.0,2023-03-20,1.0,False,False,Pastry,1.0,2,0,0,False,False,False,0.1169811320754717
TXN_6360132,4.0,4.0,16.0,2023-09-16,16.0,False,False,Pastry,4.0,8,5,1,False,False,True,0.1159748427672956
TXN_7864939,3.0,4.0,12.0,2023-08-19,12.0,False,False,Pastry,3.0,7,5,1,False,True,False,0.1159748427672956
TXN_3740963,2.0,5.0,10.0,2023-01-22,10.0,False,False,Salad,2.0,0,6,2,False,True,True,0.1210062893081761
TXN_6063966,2.0,3.0,6.0,2023-10-24,6.0,False,False,Cold Drink,2.0,9,1,1,False,True,True,0.1210062893081761
TXN_3779640,1.0,1.5,1.5,2023-05-16,1.5,False,False,Tea,1.0,4,1,0,False,True,False,0.1079245283018868
TXN_8136881,3.0,5.0,15.0,2023-08-28,15.0,False,False,Salad,3.0,7,0,2,False,False,False,0.1210062893081761
TXN_3981449,2.0,4.0,8.0,2023-06-21,8.0,False,False,Cold Drink,2.0,5,2,1,False,False,False,0.09886792452830188
TXN_5427506,3.0,3.0,9.0,2023-09-15,9.0,False,False,Pastry,3.0,8,4,1,False,False,True,0.11119496855345912
TXN_4033802,3.0,1.5,4.5,2023-03-02,4.5,False,False,Tea,3.0,2,3,0,False,False,True,0.1079245283018868
TXN_4696439,1.0,1.0,1.0,2023-05-27,1.0,False,False,Pastry,1.0,4,5,0,False,False,False,0.1169811320754717
